BibNum,Title,Author,ISBN,PublicationYear,Publisher,Subjects,ItemType,ItemCollection,FloatingItem,ItemLocation,ReportDate,ItemCount
2410427,Harry Potter and the deathly hallows / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.","0545010225, 0545029368, 9780545010221, 9780545029360",2007.,"Arthur A. Levine Books,","Potter Harry Fictitious character Juvenile fiction, Wizards Juvenile fiction, England Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction",jcbk,ncfic,NA,cap,09/01/2017,2
3211483,"Harry Potter and the deathly hallows. Part 2 [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; screenplay by Steve Kloves ; produced by David Heyman, David Barron, J.K. Rowling ; directed by David Yates.",,"0780662040, 0780674316, 9780780662049, 9780780674318",©2011.,"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Action and adventure films, Fantasy films, Fiction films, Feature films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,nga,09/01/2017,1
2176667,Harry Potter and the Order of the Phoenix / by J.K. Rowling ; illustrations by Mary Grandpré.,"Rowling, J. K.","043935806X, 9780439358064",2003.,"Scholastic,","Potter Harry Fictitious character Juvenile fiction, Wizards Juvenile fiction, Magic Fiction, Boarding schools Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, England Juvenile fiction, Fantasy Fiction",jcbk,ncfic,NA,hip,09/01/2017,1
2557026,"The Lexicon : an unauthorized guide to Harry Potter fiction and related material / Steve Vander Ark, with John Kearns, Lisa Waite Bunker, Belinda Hobbs.","Vander Ark, Steve","1571431748, 9781571431745",c2009.,"RDR Books,","Rowling J K Characters Juvenile literature, Rowling J K Stories plots etc Juvenile literature, Potter Harry Fictitious character Miscellanea Juvenile literature",acbk,nanf,NA,lcy,09/01/2017,1
3203413,Harry Potter à l'école des sorciers / J.K. Rowling ; traduit de l'anglais par Jean-François Ménard.,"Rowling, J. K.","2070612368, 2070643026, 9782070612369, 9782070643028",©2007.,"Gallimard Jeunesse,","Potter Harry Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, England Juvenile fiction, Wizards Fiction, Magic Fiction, Schools Fiction, England Fiction, French language materials",jcbk,ccln,NA,cen,09/01/2017,2
2277368,Harry Potter and the half-blood prince / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.",0439784549,c2005.,"Arthur A. Levine Books,","Potter Harry Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, Wizards Juvenile fiction, Magic Fiction, Boarding schools Juvenile fiction, England Juvenile fiction, Fantasy Fiction",jcbk,ncfic,NA,dth,09/01/2017,2
2603092,Harry Potter and the sorcerer's stone [videorecording] / Warner Bros. Pictures ; a Heyday Films/1492 Pictures/Duncan Henderson production ; screenplay by Steve Kloves ; produced by David Heyman ; directed by Chris Columbus.,,"0780674316, 1419856995, 9780780674318, 9781419856990",[2007],"Distributed by Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards England Drama, Magic England Drama, Schools England Drama, Friendship Drama, Feature films, Fantasy films, Action and adventure films, Childrens films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,glk,09/01/2017,1
2410427,Harry Potter and the deathly hallows / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.","0545010225, 0545029368, 9780545010221, 9780545029360",2007.,"Arthur A. Levine Books,","Potter Harry Fictitious character Juvenile fiction, Wizards Juvenile fiction, England Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction",jcbk,ncfic,NA,gwd,09/01/2017,2
1965109,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.","0439139597, 9780439139595",2000.,"Arthur A. Levine Books,","Wizards Juvenile fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,ncfic,NA,mag,09/01/2017,1
2661886,"Harī pottā to shi no hihō. Ue, = Harry Potter and the deathly hallows / Rowling J.K., saku ; Matsuoka Yūko, yaku.","Rowling, J. K.","4915512649, 9784915512636, 9784915512643",2010.,"Seizansha,","Potter Harry Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, Wizards Juvenile fiction, Magic Fiction, Schools Fiction, England Juvenile fiction",jcbk,ccln,NA,cen,09/01/2017,1
1886970,Harry Potter and the chamber of secrets / by J.K. Rowling ; illustrations by Mary Grandpre.,"Rowling, J. K.","0439064864, 0439064872, 9780439064866",1999.,"Arthur A. Levine Books,","Wizards Juvenile fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,ncfic,NA,lcy,09/01/2017,2
3217193,Harry Potter and the Chamber of Secrets / J.K. Rowling ; illustrated by Jim Kay.,"Rowling, J. K.","0545791324, 9780545791328",2016.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, England Juvenile fiction, Wizards Fiction, Magic Fiction, Schools Fiction, England Fiction, JUVENILE FICTION Fantasy Magic, JUVENILE FICTION Action Adventure General, JUVENILE FICTION Social Issues Friendship",jcbk,ncfic,NA,mag,09/01/2017,1
1971693,Harry Potter and the sorcerer's stone [sound recording] / J.K. Rowling.,"Rowling, J. K.","0807281956, 0807286001, 9781524721251",p1999.,"Listening Library,","Witches Juvenile fiction, Schools Juvenile fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jccd,ncbocd,Floating,col,09/01/2017,1
3217193,Harry Potter and the Chamber of Secrets / J.K. Rowling ; illustrated by Jim Kay.,"Rowling, J. K.","0545791324, 9780545791328",2016.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, England Juvenile fiction, Wizards Fiction, Magic Fiction, Schools Fiction, England Fiction, JUVENILE FICTION Fantasy Magic, JUVENILE FICTION Action Adventure General, JUVENILE FICTION Social Issues Friendship",jcbk,ncfic,NA,bro,09/01/2017,1
1842723,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.,"Rowling, J. K.","0590353403, 059035342X",1998.,"A.A. Levine Books,","Fantasy Fiction, Witches Fiction, Wizards Juvenile fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,ncfic,NA,hip,09/01/2017,1
2720952,"Mapping the world of the sorcerer's apprentice : an unauthorized exploration of the Harry Potter series complete through book six / edited by Mercedes Lackey, with Leah Wilson.",,"1932100598, 9781932100594",[2005?].,"BenBella Books ; Distributed by Independent Publishers Group,","Rowling J K Criticism and interpretation, Fantasy fiction English History and criticism, Childrens stories English History and criticism, Rowling J K Characters Harry Potter, Potter Harry Fictitious character, Wizards in literature, Magic in literature, Rowling J K Harry Potter",acbk,nanf,NA,bea,09/01/2017,1
2703893,"Harry Potter and the Deathly Hallows. Part 1 [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; screenplay by Steve Kloves ; produced by David Heyman, David Barron, J.K. Rowling ; directed by David Yates.",,"0780661656, 0780674316, 9780780661653, 9780780674318",[2011],"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Action and adventure films, Fantasy films, Feature films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,col,09/01/2017,2
2277368,Harry Potter and the half-blood prince / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.",0439784549,c2005.,"Arthur A. Levine Books,","Potter Harry Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, Wizards Juvenile fiction, Magic Fiction, Boarding schools Juvenile fiction, England Juvenile fiction, Fantasy Fiction",jcbk,ncfic,NA,nga,09/01/2017,1
2703893,"Harry Potter and the Deathly Hallows. Part 1 [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; screenplay by Steve Kloves ; produced by David Heyman, David Barron, J.K. Rowling ; directed by David Yates.",,"0780661656, 0780674316, 9780780661653, 9780780674318",[2011],"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Action and adventure films, Fantasy films, Feature films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,wts,09/01/2017,1
3217193,Harry Potter and the Chamber of Secrets / J.K. Rowling ; illustrated by Jim Kay.,"Rowling, J. K.","0545791324, 9780545791328",2016.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, England Juvenile fiction, Wizards Fiction, Magic Fiction, Schools Fiction, England Fiction, JUVENILE FICTION Fantasy Magic, JUVENILE FICTION Action Adventure General, JUVENILE FICTION Social Issues Friendship",jcbk,ncfic,NA,uni,09/01/2017,1
3130115,Harry Potter and the sorcerer's stone / J.K. Rowling ; illustrated by Jim Kay.,"Rowling, J. K.","0545790352, 9780545790352",2015.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, Potter Harry Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, England Juvenile fiction, Wizards Fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Fiction, England Fiction",jcbk,ncfic,NA,mag,09/01/2017,1
3130115,Harry Potter and the sorcerer's stone / J.K. Rowling ; illustrated by Jim Kay.,"Rowling, J. K.","0545790352, 9780545790352",2015.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, Potter Harry Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, England Juvenile fiction, Wizards Fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Fiction, England Fiction",jcbk,ncfic,NA,mon,09/01/2017,1
3211483,"Harry Potter and the deathly hallows. Part 2 [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; screenplay by Steve Kloves ; produced by David Heyman, David Barron, J.K. Rowling ; directed by David Yates.",,"0780662040, 0780674316, 9780780662049, 9780780674318",©2011.,"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Action and adventure films, Fantasy films, Fiction films, Feature films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,cap,09/01/2017,2
1894708,Harry Potter and the prisoner of Azkaban / by J.K. Rowling ; illustrations by Mary Grandpré.,"Rowling, J. K.","0439136350, 0439136369, 9780439136358",1999.,"Arthur A. Levine Books,","Wizards Juvenile fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,ncfic,NA,rbe,09/01/2017,1
2690556,The unofficial Harry Potter cookbook : from cauldron cakes to knickerbocker glory-- more than 150 magical recipes for wizards and non-wizards alike / Dinah Bucholz.,"Bucholz, Dinah","1440503257, 9781440503252",2010.,"Adams Media,","Cooking English, Potter Harry Fictitious character, Rowling J K Characters Harry Potter, Cookbooks",jcbk,ccnf,NA,cen,09/01/2017,1
3211483,"Harry Potter and the deathly hallows. Part 2 [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; screenplay by Steve Kloves ; produced by David Heyman, David Barron, J.K. Rowling ; directed by David Yates.",,"0780662040, 0780674316, 9780780662049, 9780780674318",©2011.,"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Action and adventure films, Fantasy films, Fiction films, Feature films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,wal,09/01/2017,2
2629780,"Harry Potter and the prisoner of Azkaban [videorecording] / Warner Bros. Pictures ; a Heyday Films/1492 Pictures production ; screenplay by Steve Kloves ; produced by David Heyman, Chris Columbus, Mark Radcliffe ; directed by Alfonso Cuarón.",,"0780674316, 1419857037, 1419858882, 9780780674318, 9781419857034, 9781419858888",[2007],"Distributed by Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Escapes Drama, Friendship Drama, Feature films, Fantasy films, Action and adventure films, Childrens films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,swt,09/01/2017,2
3113378,"Harry Potter : magical places from the films : Hogwarts, Diagon Alley and beyond / by Jody Revenson.","Revenson, Jody,","0062385658, 9780062385659",c2015.,"Harper Design,","Potter Harry Fictitious character Miscellanea, Rowling J K Settings, Harry Potter films Miscellanea, Fantasy films",acbk,nanf,NA,fre,09/01/2017,1
3130115,Harry Potter and the sorcerer's stone / J.K. Rowling ; illustrated by Jim Kay.,"Rowling, J. K.","0545790352, 9780545790352",2015.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, Potter Harry Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, England Juvenile fiction, Wizards Fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Fiction, England Fiction",jcbk,naover,NA,swt,09/01/2017,1
2562706,Harry Potter and the chamber of secrets [videorecording] / Warner Bros. Pictures ; directed by Chris Columbus ; screenplay by Steve Kloves ; produced by David Heyman ; a Heyday Films/1492 Pictures production.,,"0780674316, 1419857010, 9780780674318, 9781419857010",[2007],"Distributed by Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards England Drama, Magic England Drama, Friendship Drama, Fantasy films, Childrens films, Fiction films, Feature films, Video recordings for the hearing impaired, Action and adventure films",acdvd,nadvd,Floating,nga,09/01/2017,2
2731284,"Harry Potter and the deathly hallows, part 2 [sound recording] : original motion picture soundtrack / music composed and conducted by Alexandre Desplat.","Desplat, Alexandre",,p2011.,"WaterTower Music,",Motion picture music,accd,cacd,NA,cen,09/01/2017,1
2277368,Harry Potter and the half-blood prince / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.",0439784549,c2005.,"Arthur A. Levine Books,","Potter Harry Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, Wizards Juvenile fiction, Magic Fiction, Boarding schools Juvenile fiction, England Juvenile fiction, Fantasy Fiction",jcbk,ncfic,NA,bea,09/01/2017,1
3236957,"Harry Potter and the cursed child : parts one and two / based on an original new story by J. K. Rowling, John Tiffany and Jack Thorne ; a new play by Jack Thorne.","Thorne, Jack","1410496201, 9781410496201",2016.,"Thorndike Press,","Potter Harry Fictitious character Drama, Good and evil Drama, Magic Drama, Fantasy drama, Large type books",acbk,nalpnf,Floating,cap,09/01/2017,1
3180043,Harry Potter : the character vault / by Jody Revenson ; produced by Insight Editions.,"Revenson, Jody,","0062407449, 9780062407443",2015.,"Harper Design, an imprint of HarperCollinsPublishers,","Harry Potter films Miscellanea, Rowling J K Characters, Potter Harry Fictitious character Miscellanea, Fantasy films",acbk,nanf,NA,uni,09/01/2017,1
3203386,Harry Potter and the cursed child. Parts one and two : a new play / by Jack Thorne.,"Thorne, Jack","1338099132, 9781338099133",2016.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Potter Harry Fictitious character Drama, Good and evil Drama, Magic Drama, Fantasy drama",acbk,nanew,NA,lcy,09/01/2017,1
2457339,"Harry Potter and the Order of the Phoenix [videorecording] / Warner Bros. Pictures ; a Heyday Films ; produced by David Barron, David Heyman ; screenplay by Michael Goldenberg ; directed by David Yates.",,"0780674316, 1419802526, 9780780674318, 9781419802522",c2007.,"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Good and evil Drama, Defensive Military science Drama, Feature films, Fantasy films, Action and adventure films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,mgm,09/01/2017,2
3194950,Harry Potter : the artifact vault / written by Jody Revenson.,"Revenson, Jody,","0062474219, 9780062474216",c2016.,"Harper Design,","Harry Potter films Pictorial works, Stage props Pictorial works",acbk,nanf,NA,spa,09/01/2017,1
3091880,Harry Potter : the creature vault : the creatures and plants of the Harry Potter films / by Jody Revenson.,"Revenson, Jody,","0062374230, 9780062374233",2014.,"Harper Design,","Potter Harry Fictitious character Miscellanea, Rowling J K Characters, Harry Potter films Miscellanea, Fantasy films",acbk,nanf,NA,bea,09/01/2017,1
2703893,"Harry Potter and the Deathly Hallows. Part 1 [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; screenplay by Steve Kloves ; produced by David Heyman, David Barron, J.K. Rowling ; directed by David Yates.",,"0780661656, 0780674316, 9780780661653, 9780780674318",[2011],"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Action and adventure films, Fantasy films, Feature films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,mag,09/01/2017,1
1965109,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.","0439139597, 9780439139595",2000.,"Arthur A. Levine Books,","Wizards Juvenile fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,ncfic,NA,gwd,09/01/2017,3
3113378,"Harry Potter : magical places from the films : Hogwarts, Diagon Alley and beyond / by Jody Revenson.","Revenson, Jody,","0062385658, 9780062385659",c2015.,"Harper Design,","Potter Harry Fictitious character Miscellanea, Rowling J K Settings, Harry Potter films Miscellanea, Fantasy films",acbk,canf,NA,cen,09/01/2017,2
1971692,Harry Potter and the chamber of secrets [sound recording] / [J.K. Rowling].,"Rowling, J. K.","0807281948, 080728601X",p1999.,"Random House Audio,","Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jccd,ncbocd,Floating,gwd,09/01/2017,2
3130115,Harry Potter and the sorcerer's stone / J.K. Rowling ; illustrated by Jim Kay.,"Rowling, J. K.","0545790352, 9780545790352",2015.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, Potter Harry Fictitious character Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, England Juvenile fiction, Wizards Fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Fiction, England Fiction",jcbk,ccfic,NA,cen,09/01/2017,4
2164763,Harry Potter and the chamber of secrets [sound recording] : original motion picture soundtrack / music composed by John Williams ; music adapted and conducted by William Ross.,"Williams, John, 1932-",,p2002.,"Nonesuch,","Motion picture music, Orchestral music",accd,cacd,NA,cen,09/01/2017,1
2457339,"Harry Potter and the Order of the Phoenix [videorecording] / Warner Bros. Pictures ; a Heyday Films ; produced by David Barron, David Heyman ; screenplay by Michael Goldenberg ; directed by David Yates.",,"0780674316, 1419802526, 9780780674318, 9781419802522",c2007.,"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Good and evil Drama, Defensive Military science Drama, Feature films, Fantasy films, Action and adventure films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,mag,09/01/2017,1
2176667,Harry Potter and the Order of the Phoenix / by J.K. Rowling ; illustrations by Mary Grandpré.,"Rowling, J. K.","043935806X, 9780439358064",2003.,"Scholastic,","Potter Harry Fictitious character Juvenile fiction, Wizards Juvenile fiction, Magic Fiction, Boarding schools Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction, England Juvenile fiction, Fantasy Fiction",jcbk,ncfic,NA,mon,09/01/2017,2
2629780,"Harry Potter and the prisoner of Azkaban [videorecording] / Warner Bros. Pictures ; a Heyday Films/1492 Pictures production ; screenplay by Steve Kloves ; produced by David Heyman, Chris Columbus, Mark Radcliffe ; directed by Alfonso Cuarón.",,"0780674316, 1419857037, 1419858882, 9780780674318, 9781419857034, 9781419858888",[2007],"Distributed by Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Escapes Drama, Friendship Drama, Feature films, Fantasy films, Action and adventure films, Childrens films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,qna,09/01/2017,2
2340239,"Harry Potter and the goblet of fire [videorecording] / Warner Bros. ; Heyday Films ; producer, David Heyman ; screenplay, Steve Kloves ; directed by Mike Newell.",,"0780674316, 1419801910, 9780780674318, 9781419801914",[2006],"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Contests Drama, Feature films, Fantasy films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,hip,09/01/2017,1
2457339,"Harry Potter and the Order of the Phoenix [videorecording] / Warner Bros. Pictures ; a Heyday Films ; produced by David Barron, David Heyman ; screenplay by Michael Goldenberg ; directed by David Yates.",,"0780674316, 1419802526, 9780780674318, 9781419802522",c2007.,"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Good and evil Drama, Defensive Military science Drama, Feature films, Fantasy films, Action and adventure films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,bal,09/01/2017,1
1965109,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.","0439139597, 9780439139595",2000.,"Arthur A. Levine Books,","Wizards Juvenile fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,ncfic,NA,mon,09/01/2017,1
3211483,"Harry Potter and the deathly hallows. Part 2 [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; screenplay by Steve Kloves ; produced by David Heyman, David Barron, J.K. Rowling ; directed by David Yates.",,"0780662040, 0780674316, 9780780662049, 9780780674318",©2011.,"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Action and adventure films, Fantasy films, Fiction films, Feature films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,wts,09/01/2017,1
3217193,Harry Potter and the Chamber of Secrets / J.K. Rowling ; illustrated by Jim Kay.,"Rowling, J. K.","0545791324, 9780545791328",2016.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Wizards Juvenile fiction, Magic Juvenile fiction, Schools Juvenile fiction, England Juvenile fiction, Wizards Fiction, Magic Fiction, Schools Fiction, England Fiction, JUVENILE FICTION Fantasy Magic, JUVENILE FICTION Action Adventure General, JUVENILE FICTION Social Issues Friendship",jcbk,ncfic,NA,mon,09/01/2017,1
2340239,"Harry Potter and the goblet of fire [videorecording] / Warner Bros. ; Heyday Films ; producer, David Heyman ; screenplay, Steve Kloves ; directed by Mike Newell.",,"0780674316, 1419801910, 9780780674318, 9781419801914",[2006],"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Contests Drama, Feature films, Fantasy films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,wal,09/01/2017,3
2751501,"Harry Potter and the deathly hallows. Part 2 [videorecording] / Warner Bros. Pictures ; a Heyday Films production ; screenplay by Steve Kloves ; produced by David Heyman, David Barron, J.K. Rowling ; directed by David Yates.",,,[2011],"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Magic Drama, Action and adventure films, Feature films, Fantasy films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,fre,09/01/2017,1
3219444,Fantastic beasts and where to find them : character guide / by Michael Kogge.,"Kogge, Michael","1338116789, 9781338116786",[2016],"Scholastic, Inc.,","Rowling J K Characters Juvenile literature, Rowling J K Characters, Wizards Juvenile literature, Witches Juvenile literature, Animals Mythical Juvenile literature, Imaginary creatures Juvenile literature, Motion pictures Production and direction Juvenile literature, Characters and characteristics in motion pictures Juvenile literature, Fantasy films Juvenile literature, Harry Potter films Juvenile literature",jcbk,ncnf,NA,fre,09/01/2017,1
1842723,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.,"Rowling, J. K.","0590353403, 059035342X",1998.,"A.A. Levine Books,","Fantasy Fiction, Witches Fiction, Wizards Juvenile fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,ncfic,NA,mag,09/01/2017,3
3203386,Harry Potter and the cursed child. Parts one and two : a new play / by Jack Thorne.,"Thorne, Jack","1338099132, 9781338099133",2016.,"Arthur A. Levine Books, an imprint of Scholastic Inc.,","Potter Harry Fictitious character Drama, Good and evil Drama, Magic Drama, Fantasy drama",acbk,nanew,NA,net,09/01/2017,1
2410427,Harry Potter and the deathly hallows / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.","0545010225, 0545029368, 9780545010221, 9780545029360",2007.,"Arthur A. Levine Books,","Potter Harry Fictitious character Juvenile fiction, Wizards Juvenile fiction, England Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction",jcbk,ncfic,NA,bal,09/01/2017,2
2410427,Harry Potter and the deathly hallows / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.","0545010225, 0545029368, 9780545010221, 9780545029360",2007.,"Arthur A. Levine Books,","Potter Harry Fictitious character Juvenile fiction, Wizards Juvenile fiction, England Juvenile fiction, Hogwarts School of Witchcraft and Wizardry Imaginary organization Juvenile fiction",jcbk,ncfic,NA,spa,09/01/2017,1
1842723,Harry Potter and the sorcerer's stone / by J. K. Rowling ; illustrations by Mary Grandpre.,"Rowling, J. K.","0590353403, 059035342X",1998.,"A.A. Levine Books,","Fantasy Fiction, Witches Fiction, Wizards Juvenile fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,ncfic,NA,wal,09/01/2017,2
1965109,Harry Potter and the goblet of fire / by J.K. Rowling ; illustrations by Mary GrandPré.,"Rowling, J. K.","0439139597, 9780439139595",2000.,"Arthur A. Levine Books,","Wizards Juvenile fiction, Magic Fiction, Schools Fiction, Potter Harry Fictitious character Juvenile fiction, England Juvenile fiction",jcbk,ncfic,NA,rbe,09/01/2017,2
2457339,"Harry Potter and the Order of the Phoenix [videorecording] / Warner Bros. Pictures ; a Heyday Films ; produced by David Barron, David Heyman ; screenplay by Michael Goldenberg ; directed by David Yates.",,"0780674316, 1419802526, 9780780674318, 9781419802522",c2007.,"Warner Home Video,","Potter Harry Fictitious character Drama, Hogwarts School of Witchcraft and Wizardry Imaginary organization Drama, Wizards Drama, Good and evil Drama, Defensive Military science Drama, Feature films, Fantasy films, Action and adventure films, Fiction films, Video recordings for the hearing impaired",acdvd,nadvd,Floating,spa,09/01/2017,1
