BibNumber,ItemBarcode,ItemType,Collection,CallNumber,CheckoutDateTime
2176667,0010045792685,jcbk,ncfic,J ROWLING,11/22/2005 05:15:00 PM
2176667,0010045792685,jcbk,ncfic,J ROWLING,04/30/2005 01:26:00 PM
2277368,0010051165719,jcbk,ccfic,J ROWLING2005,08/02/2005 01:07:00 PM
1965109,0010038943881,jcbk,ncfic,J ROWLING,11/03/2005 05:13:00 PM
2176667,0010045997805,jcbk,ncfic,J ROWLING,09/23/2005 05:06:00 PM
1894708,0010049436552,jcbk,ncfic,J ROWLING,06/11/2005 05:43:00 PM
2277368,0010051161387,jcbk,ncfic,J ROWLING2005,11/15/2005 05:32:00 PM
1842723,0010037501177,jcbk,ncfic,J ROWLING,10/31/2005 03:39:00 PM
2277368,0010051164324,jcbk,ccfic,J ROWLING2005,08/03/2005 03:37:00 PM
2277368,0010051162807,jcbk,ncfic,J ROWLING2005,09/24/2005 05:43:00 PM
2277368,0010051161288,jcbk,ncnew,J ROWLING2005,12/12/2005 02:10:00 PM
2277368,0010051163508,jcbk,ncfic,J ROWLING2005,09/03/2005 03:56:00 PM
1894708,0010047571715,jcbk,ncfic,J ROWLING,10/06/2005 04:08:00 PM
2277368,0010051165701,jcbk,ccfic,J ROWLING2005,08/11/2005 12:20:00 PM
2176667,0010046007778,jcbk,ncfic,J ROWLING,12/14/2005 11:49:00 AM
1842723,0010031591190,jcbk,ncfic,J ROWLING,04/18/2005 03:17:00 PM
2176667,0010045997870,jcbk,ncfic,J ROWLING,10/14/2005 10:25:00 AM
2176667,0010045792800,jcbk,ncfic,J ROWLING,12/28/2005 04:34:00 PM
2277368,0010051161692,jcbk,ccfic,J ROWLING2005,08/10/2005 05:15:00 PM
1965109,0010048375843,jcbk,ncfic,J ROWLING,10/26/2005 06:49:00 PM
1886970,0010051806486,jcbk,ncfic,J ROWLING,10/04/2005 06:41:00 PM
1842723,0010050862662,jcbk,ncfic,J ROWLING,07/20/2005 07:35:00 PM
2277368,0010051161783,jcbk,ncnew,J ROWLING2005,11/10/2005 02:25:00 PM
2277368,0010051166071,jcbk,ccfic,J ROWLING2005,09/17/2005 03:44:00 PM
2176667,0010046005665,jcbk,ncfic,J ROWLING,10/01/2005 05:41:00 PM
2277368,0010051163615,jcbk,ccfic,J ROWLING2005,10/21/2005 12:16:00 PM
2277368,0010051163433,jcbk,ncfic,J ROWLING2005,10/04/2005 03:25:00 PM
1965109,0010048375876,jcbk,ncfic,J ROWLING,11/14/2005 05:09:00 PM
2176667,0010045998118,jcbk,ccfic,J ROWLING,04/19/2005 07:15:00 PM
2176667,0010045997490,jcbk,ncfic,J ROWLING,06/07/2005 06:21:00 PM
1886970,0010041223016,jcbk,ncfic,J ROWLING,07/28/2005 03:51:00 PM
2277368,0010051164373,jcbk,ccfic,J ROWLING2005,09/09/2005 01:12:00 PM
1886970,0010036368719,jcbk,ncfic,J ROWLING,06/26/2005 02:35:00 PM
2277368,0010051162146,jcbk,ccfic,J ROWLING2005,07/19/2005 06:55:00 PM
2277368,0010051161593,jcbk,ccfic,J ROWLING2005,07/20/2005 01:23:00 PM
2277368,0010051162864,jcbk,ncfic,J ROWLING2005,07/18/2005 09:38:00 AM
1886970,0010051470747,jcbk,ncfic,J ROWLING,12/05/2005 06:07:00 PM
2277368,0010051162831,jcbk,ccfic,J ROWLING2005,09/30/2005 05:27:00 PM
2277368,0010051161205,jcbk,ccfic,J ROWLING2005,07/21/2005 11:53:00 AM
2277368,0010051165990,jcbk,ccfic,J ROWLING2005,08/05/2005 04:58:00 PM
2277368,0010051162880,jcbk,ncfic,J ROWLING2005,10/01/2005 12:54:00 PM
1965109,0010048375918,jcbk,ccfic,J ROWLING,05/17/2005 05:42:00 PM
2176667,0010036392248,jcbk,ncfic,J ROWLING,10/12/2005 03:47:00 PM
2176667,0010045792800,jcbk,ncfic,J ROWLING,08/03/2005 12:07:00 PM
2277368,0010051163466,jcbk,ncnew,J ROWLING2005,11/15/2005 02:49:00 PM
1842723,0010040846072,jcbk,ncfic,J ROWLING,06/07/2005 03:41:00 PM
2277368,0010051161940,jcbk,ncfic,J ROWLING2005,11/09/2005 01:06:00 PM
2176667,0010045792529,jcbk,ccfic,J ROWLING,08/15/2005 05:09:00 PM
2176667,0010045998118,jcbk,ccfic,J ROWLING,07/15/2005 03:07:00 PM
1894708,0010049498883,jcbk,ncfic,J ROWLING,10/07/2005 03:47:00 PM
2277368,0010051164464,jcbk,ccfic,J ROWLING2005,10/25/2005 03:10:00 PM
2277368,0010051162310,jcbk,ncnew,J ROWLING2005,11/23/2005 05:53:00 PM
2277368,0010051163557,jcbk,ccfic,J ROWLING2005,11/30/2005 01:06:00 PM
2277368,0010051166030,jcbk,ncnew,J ROWLING2005,11/14/2005 03:26:00 PM
2304178,0010054136808,jcbk,cclpfic,J ROWLING,12/10/2005 04:37:00 PM
2277368,0010051163458,jcbk,ncfic,J ROWLING2005,12/09/2005 11:35:00 AM
1965109,0010048375892,jcbk,ncfic,J ROWLING,04/29/2005 12:31:00 PM
2176667,0010046008511,jcbk,ccfic,J ROWLING,12/14/2005 03:11:00 PM
1886970,0010040773607,jcbk,ncfic,J ROWLING,11/17/2005 02:28:00 PM
2176667,0010046005616,jcbk,ncfic,J ROWLING,11/02/2005 06:45:00 PM
2304178,0010054255756,jcbk,nclp,J ROWLING,09/30/2005 01:31:00 PM
1965109,0010040777954,jcbk,ncfic,J ROWLING,12/09/2005 01:51:00 PM
2277368,0010051165966,jcbk,ccfic,J ROWLING2005,07/18/2005 08:37:00 AM
1965109,0010048375892,jcbk,ncfic,J ROWLING,07/15/2005 03:19:00 PM
2176667,0010045791935,jcbk,ncfic,J ROWLING,06/07/2005 06:46:00 PM
2277368,0010051161635,jcbk,ccfic,J ROWLING2005,07/29/2005 05:59:00 PM
2277368,0010051164332,jcbk,ccfic,J ROWLING2005,08/06/2005 03:15:00 PM
1894708,0010040773169,jcbk,ncfic,J ROWLING,08/15/2005 04:23:00 PM
1965109,0010051807195,jcbk,ncfic,J ROWLING,09/23/2005 12:55:00 PM
1965109,0010038943857,jcbk,ncfic,J ROWLING,09/17/2005 03:13:00 PM
2277368,0010051161528,jcbk,ccfic,J ROWLING2005,08/15/2005 02:27:00 PM
2304178,0010054137079,jcbk,cclpfic,J ROWLING,11/14/2005 05:34:00 PM
2277368,0010051162039,jcbk,ncfic,J ROWLING2005,11/15/2005 05:44:00 PM
2277368,0010051161791,jcbk,ncfic,J ROWLING2005,08/04/2005 05:11:00 PM
2304178,0010052005450,jcbk,nclp,J ROWLING,11/09/2005 02:30:00 PM
1965109,0010038942917,jcbk,ccfic,J ROWLING,08/31/2005 06:10:00 PM
2304178,0010052005435,jcbk,nclp,J ROWLING,09/19/2005 07:16:00 PM
2176667,0010045997763,jcbk,ncfic,J ROWLING,11/12/2005 04:44:00 PM
2176667,0010045998092,jcbk,ccfic,J ROWLING,11/22/2005 01:12:00 PM
2277368,0010051162021,jcbk,ccfic,J ROWLING2005,10/08/2005 03:05:00 PM
2277368,0010051164464,jcbk,ccfic,J ROWLING2005,07/26/2005 06:15:00 PM
1886970,0010048376965,jcbk,ncfic,J ROWLING,11/02/2005 02:46:00 PM
2304178,0010054147318,jcbk,nclp,J ROWLING,12/07/2005 06:52:00 PM
2277368,0010051164332,jcbk,ccfic,J ROWLING2005,10/01/2005 05:20:00 PM
1894708,0010047571764,jcbk,ncfic,J ROWLING,08/12/2005 11:24:00 AM
2277368,0010051163565,jcbk,ncnew,J ROWLING2005,11/12/2005 12:57:00 PM
1886970,0010048376965,jcbk,ncfic,J ROWLING,11/09/2005 04:44:00 PM
1886970,0010041223016,jcbk,ncfic,J ROWLING,12/05/2005 04:59:00 PM
2304178,0010051239811,jcbk,cclpfic,J ROWLING,11/09/2005 06:19:00 PM
2277368,0010051161437,jcbk,ccfic,J ROWLING2005,07/20/2005 02:44:00 PM
2277368,0010051165966,jcbk,ncfic,J ROWLING2005,11/04/2005 05:42:00 PM
2277368,0010051162146,jcbk,ccfic,J ROWLING2005,08/13/2005 03:04:00 PM
1886970,0010041223172,jcbk,ncfic,J ROWLING,06/13/2005 03:50:00 PM
2277368,0010051161452,jcbk,ccfic,J ROWLING2005,10/03/2005 05:55:00 PM
2176667,0010046007778,jcbk,ncfic,J ROWLING,11/30/2005 12:19:00 PM
2277368,0010051162112,jcbk,ccfic,J ROWLING2005,08/09/2005 03:33:00 PM
2277368,0010051165651,jcbk,ncfic,J ROWLING2005,10/05/2005 07:34:00 PM
2304178,0010054255756,jcbk,nclp,J ROWLING,12/09/2005 05:18:00 PM
1886970,0010048376965,jcbk,ncfic,J ROWLING,08/17/2005 07:39:00 PM
1886970,0010036904471,jcbk,ncfic,J ROWLING,08/05/2005 02:36:00 PM
2277368,0010051162187,jcbk,ccfic,J ROWLING2005,09/14/2005 07:34:00 PM
2277368,0010051163557,jcbk,ccfic,J ROWLING2005,09/19/2005 06:01:00 PM
2277368,0010051165933,jcbk,ccfic,J ROWLING2005,08/06/2005 05:11:00 PM
2176667,0010045792495,jcbk,ccfic,J ROWLING,08/10/2005 04:14:00 PM
1842723,0010031628299,jcbk,ncfic,J ROWLING,07/28/2005 05:29:00 PM
1965109,0010038943436,jcbk,ccfic,J ROWLING,06/19/2005 04:18:00 PM
2176667,0010045997805,jcbk,ncfic,J ROWLING,08/24/2005 10:22:00 AM
2176667,0010046005756,jcbk,ncfic,J ROWLING,11/30/2005 06:59:00 PM
2176667,0010045998118,jcbk,ccfic,J ROWLING,05/12/2005 03:22:00 PM
2277368,0010051162385,jcbk,ccfic,J ROWLING2005,07/30/2005 12:36:00 PM
1886970,0010041223180,jcbk,ncfic,J ROWLING,11/02/2005 05:36:00 PM
2277368,0010051161890,jcbk,ccfic,J ROWLING2005,08/15/2005 05:29:00 PM
1894708,0010049436693,jcbk,ccfic,J ROWLING,05/21/2005 04:46:00 PM
1886970,0010041223099,jcbk,ncfic,J ROWLING,10/14/2005 10:31:00 AM
2277368,0010051162096,jcbk,ccfic,J ROWLING2005,09/13/2005 07:11:00 PM
2304178,0010054136824,jcbk,cclpfic,J ROWLING,10/21/2005 05:43:00 PM
1886970,0010041223263,jcbk,ncfic,J ROWLING,06/15/2005 03:05:00 PM
1965109,0010051807195,jcbk,ncfic,J ROWLING,06/16/2005 11:35:00 AM
1842723,0010037501193,jcbk,ccfic,J ROWLING,06/20/2005 02:23:00 PM
2027533,0010039702732,jcbk,ncpb,J ROWLING,04/25/2005 04:22:00 PM
2304178,0010054255764,jcbk,nclp,J ROWLING,12/16/2005 01:45:00 PM
2277368,0010051162229,jcbk,ccfic,J ROWLING2005,10/13/2005 05:43:00 PM
2277368,0010051164381,jcbk,ccfic,J ROWLING2005,11/17/2005 05:58:00 PM
2277368,0010051161908,jcbk,ncnew,J ROWLING2005,11/10/2005 05:50:00 PM
1842723,0010040846072,jcbk,ncfic,J ROWLING,09/08/2005 05:30:00 PM
1842723,0010051306347,jcbk,ccfic,J ROWLING,12/14/2005 06:37:00 PM
2176667,0010046005640,jcbk,ncfic,J ROWLING,04/25/2005 07:07:00 PM
1965109,0010038943857,jcbk,ncfic,J ROWLING,12/04/2005 02:50:00 PM
2277368,0010051161965,jcbk,ccfic,J ROWLING2005,10/03/2005 07:00:00 PM
2277368,0010051161296,jcbk,ccfic,J ROWLING2005,08/16/2005 07:35:00 PM
1965109,0010051807153,jcbk,ncfic,J ROWLING,09/22/2005 11:38:00 AM
2277368,0010051165818,jcbk,ncfic,J ROWLING2005,12/19/2005 01:22:00 PM
2277368,0010051163581,jcbk,ccfic,J ROWLING2005,11/07/2005 04:08:00 PM
2277368,0010051161593,jcbk,ncfic,J ROWLING2005,12/20/2005 05:07:00 PM
2176667,0010036390754,jcbk,ncfic,J ROWLING,05/10/2005 12:50:00 PM
2277368,0010051164365,jcbk,ccfic,J ROWLING2005,10/07/2005 04:56:00 PM
2176667,0010046008156,jcbk,ncfic,J ROWLING,07/16/2005 11:48:00 AM
1842723,0010050862688,jcbk,ncfic,J ROWLING,06/08/2005 12:36:00 PM
1965109,0010038943238,jcbk,ncfic,J ROWLING,12/29/2005 02:53:00 PM
2176667,0010046005665,jcbk,ncfic,J ROWLING,11/17/2005 01:06:00 PM
1965109,0010038943782,jcbk,ccfic,J ROWLING,08/02/2005 05:29:00 PM
1886970,0010036904257,jcbk,ncfic,J ROWLING,10/18/2005 03:41:00 PM
2277368,0010051162385,jcbk,ccfic,J ROWLING2005,10/03/2005 03:26:00 PM
2176667,0010046005756,jcbk,ncfic,J ROWLING,12/12/2005 07:10:00 PM
2277368,0010051162773,jcbk,ccfic,J ROWLING2005,09/24/2005 01:54:00 PM
2277368,0010051164357,jcbk,ccfic,J ROWLING2005,09/22/2005 03:05:00 PM
1965109,0010038943626,jcbk,ncfic,J ROWLING,11/17/2005 11:38:00 AM
2176667,0010046008479,jcbk,ncfic,J ROWLING,05/17/2005 04:34:00 PM
2176667,0010046008479,jcbk,ncfic,J ROWLING,07/15/2005 03:26:00 PM
1894708,0010049436693,jcbk,ccfic,J ROWLING,07/13/2005 04:18:00 PM
2277368,0010051162088,jcbk,ncfic,J ROWLING2005,11/14/2005 07:02:00 PM
2176667,0010045997409,jcbk,ccfic,J ROWLING,12/01/2005 05:56:00 PM
2277368,0010051163490,jcbk,ncfic,J ROWLING2005,10/19/2005 05:40:00 PM
2176667,0010045997417,jcbk,ncfic,J ROWLING,08/31/2005 06:37:00 PM
2277368,0010051161247,jcbk,ccfic,J ROWLING2005,09/06/2005 02:14:00 PM
2176667,0010046007885,jcbk,ncfic,J ROWLING,11/05/2005 05:31:00 PM
1842723,0010050862688,jcbk,ncfic,J ROWLING,09/29/2005 05:51:00 PM
1965109,0010048375926,jcbk,ncfic,J ROWLING,06/03/2005 04:38:00 PM
2176667,0010045998092,jcbk,ccfic,J ROWLING,12/21/2005 01:33:00 PM
1842723,0010038432026,jcbk,ncfic,J ROWLING,06/20/2005 07:25:00 PM
2277368,0010051162146,jcbk,ccfic,J ROWLING2005,10/10/2005 02:47:00 PM
2176667,0010045792438,jcbk,ccfic,J ROWLING,05/28/2005 02:25:00 PM
2277368,0010051158292,jcbk,ccfic,J ROWLING2005,08/01/2005 07:04:00 PM
2277368,0010051166089,jcbk,ccfic,J ROWLING2005,08/06/2005 03:45:00 PM
1886970,0010041222935,jcbk,ncfic,J ROWLING,12/11/2005 04:24:00 PM
2277368,0010051162740,jcbk,ccfic,J ROWLING2005,07/19/2005 07:48:00 PM
2277368,0010051164472,jcbk,ccfic,J ROWLING2005,07/27/2005 12:22:00 PM
2277368,0010051161528,jcbk,ccfic,J ROWLING2005,10/02/2005 02:08:00 PM
1842723,0010050862688,jcbk,ncfic,J ROWLING,08/30/2005 06:22:00 PM
2277368,0010051166071,jcbk,ccfic,J ROWLING2005,09/27/2005 02:03:00 PM
2277368,0010051161312,jcbk,ccfic,J ROWLING2005,07/19/2005 03:39:00 PM
2176667,0010045997359,jcbk,ncfic,J ROWLING,05/21/2005 02:09:00 PM
2277368,0010051161908,jcbk,ccfic,J ROWLING2005,07/28/2005 04:52:00 PM
2277368,0010051162120,jcbk,ccfic,J ROWLING2005,07/31/2005 02:23:00 PM
2277368,0010051162765,jcbk,ccfic,J ROWLING2005,08/29/2005 07:23:00 PM
2304178,0010054136824,jcbk,cclpfic,J ROWLING,12/21/2005 02:01:00 PM
1894708,0010047571723,jcbk,ncfic,J ROWLING,11/15/2005 03:50:00 PM
1842723,0010045701728,jcbk,ccfic,J ROWLING,08/14/2005 01:38:00 PM
2277368,0010051161841,jcbk,ccfic,J ROWLING2005,10/15/2005 04:59:00 PM
1894708,0010049498883,jcbk,ncfic,J ROWLING,06/11/2005 02:14:00 PM
2277368,0010051161411,jcbk,ncfic,J ROWLING2005,12/03/2005 03:41:00 PM
1886970,0010048376981,jcbk,ncfic,J ROWLING,06/03/2005 04:52:00 PM
1842723,0010031591224,jcbk,ncfic,J ROWLING,11/09/2005 03:02:00 PM
2277368,0010051161700,jcbk,ccfic,J ROWLING2005,07/18/2005 05:28:00 PM
1965109,0010051807203,jcbk,ccfic,J ROWLING,12/01/2005 02:51:00 PM
1894708,0010047571681,jcbk,ncfic,J ROWLING,12/12/2005 04:29:00 PM
2176667,0010045997359,jcbk,ncfic,J ROWLING,09/08/2005 10:14:00 AM
2277368,0010051162070,jcbk,ncfic,J ROWLING2005,10/29/2005 11:36:00 AM
2277368,0010051163607,jcbk,ccfic,J ROWLING2005,07/18/2005 02:59:00 PM
2277368,0010051161296,jcbk,ccfic,J ROWLING2005,07/19/2005 06:51:00 PM
2277368,0010051163599,jcbk,ccfic,J ROWLING2005,07/30/2005 02:08:00 PM
1965109,0010038943279,jcbk,ncfic,J ROWLING,06/02/2005 05:47:00 PM
2277368,0010051165917,jcbk,ccfic,J ROWLING2005,08/19/2005 01:05:00 PM
2277368,0010051164464,jcbk,ccfic,J ROWLING2005,11/16/2005 02:06:00 PM
2277368,0010051163441,jcbk,ccfic,J ROWLING2005,07/16/2005 01:30:00 PM
2277368,0010051165958,jcbk,ccfic,J ROWLING2005,09/30/2005 03:26:00 PM
1842723,0010045701983,jcbk,ncfic,J ROWLING,12/28/2005 03:45:00 PM
2027530,0010039579106,jcbk,ncfic,J ROWLING,09/24/2005 04:15:00 PM
2277368,0010051166006,jcbk,ccfic,J ROWLING2005,08/31/2005 03:05:00 PM
1894708,0010047571715,jcbk,ncfic,J ROWLING,11/21/2005 02:31:00 PM
2277368,0010051165610,jcbk,ncfic,J ROWLING2005,12/03/2005 03:45:00 PM
1842723,0010049499527,jcbk,ncfic,J ROWLING,08/30/2005 03:11:00 PM
2277368,0010051161700,jcbk,ncfic,J ROWLING2005,10/29/2005 01:57:00 PM
2277368,0010051164506,jcbk,ccfic,J ROWLING2005,08/10/2005 04:07:00 PM
2277368,0010051161353,jcbk,ccfic,J ROWLING2005,12/21/2005 02:39:00 PM
1965109,0010051807195,jcbk,ncfic,J ROWLING,10/25/2005 02:24:00 PM
2277368,0010051161403,jcbk,ccfic,J ROWLING2005,10/04/2005 04:11:00 PM
1965109,0010048375900,jcbk,ncfic,J ROWLING,08/11/2005 05:46:00 PM
2277368,0010051164415,jcbk,ccfic,J ROWLING2005,08/31/2005 07:07:00 PM
2277368,0010051165677,jcbk,ncfic,J ROWLING2005,12/17/2005 04:57:00 PM
2176667,0010046005756,jcbk,ncfic,J ROWLING,12/31/2005 12:58:00 PM
2277368,0010051163557,jcbk,ccfic,J ROWLING2005,07/18/2005 02:08:00 PM
1894708,0010047571822,jcbk,ncfic,J ROWLING,08/17/2005 12:26:00 PM
2277368,0010051165966,jcbk,ccfic,J ROWLING2005,09/21/2005 04:32:00 PM
2176667,0010045997490,jcbk,ncfic,J ROWLING,09/09/2005 02:50:00 PM
1965109,0010038943923,jcbk,ncfic,J ROWLING,10/07/2005 11:45:00 AM
2277368,0010051162104,jcbk,ccfic,J ROWLING2005,12/14/2005 03:01:00 PM
1842723,0010035519320,jcbk,ncfic,J ROWLING,11/07/2005 06:48:00 PM
1894708,0010047571749,jcbk,ccfic,J ROWLING,07/19/2005 01:56:00 PM
2277368,0010051161791,jcbk,ncfic,J ROWLING2005,11/02/2005 05:26:00 PM
1894708,0010041168807,jcbk,ncfic,J ROWLING,05/21/2005 01:04:00 PM
2277368,0010051161684,jcbk,ccfic,J ROWLING2005,08/12/2005 11:21:00 AM
2176667,0010045997409,jcbk,ccfic,J ROWLING,05/17/2005 06:12:00 PM
2176667,0010046008065,jcbk,ccfic,J ROWLING,11/19/2005 05:36:00 PM
1965109,0010049494007,jcbk,ncfic,J ROWLING,07/11/2005 01:45:00 PM
1894708,0010047571822,jcbk,ncfic,J ROWLING,10/07/2005 05:39:00 PM
1965109,0010048375900,jcbk,ncfic,J ROWLING,05/12/2005 04:01:00 PM
2277368,0010051165636,jcbk,ncfic,J ROWLING2005,10/14/2005 02:31:00 PM
2277368,0010051161817,jcbk,ccfic,J ROWLING2005,08/29/2005 02:59:00 PM
2176667,0010045997409,jcbk,ccfic,J ROWLING,12/21/2005 06:44:00 PM
2176667,0010045794400,jcbk,ccfic,J ROWLING,06/20/2005 04:41:00 PM
2277368,0010051165891,jcbk,ncfic,J ROWLING2005,10/19/2005 05:50:00 PM
2277368,0010051166071,jcbk,ccfic,J ROWLING2005,08/19/2005 10:31:00 AM
1842723,0010035519320,jcbk,ncfic,J ROWLING,12/05/2005 04:30:00 PM
1965109,0010048375876,jcbk,ncfic,J ROWLING,06/14/2005 05:36:00 PM
2176667,0010045792032,jcbk,ncfic,J ROWLING,11/28/2005 01:39:00 PM
2176667,0010046130208,jcbk,ncfic,J ROWLING,06/22/2005 02:36:00 PM
1886970,0010044385424,jcbk,ncfic,J ROWLING,09/30/2005 03:55:00 PM
2027533,0010039702997,jcbk,ncfic,J ROWLING,10/18/2005 02:13:00 PM
2027533,0010039702922,jcbk,ncfic,J ROWLING,11/19/2005 05:12:00 PM
1886970,0010044385424,jcbk,ncfic,J ROWLING,08/31/2005 03:13:00 PM
2277368,0010051158250,jcbk,ncfic,J ROWLING2005,12/04/2005 04:41:00 PM
1842723,0010040846072,jcbk,ncfic,J ROWLING,10/03/2005 07:57:00 PM
2277368,0010051161841,jcbk,ccfic,J ROWLING2005,09/13/2005 05:09:00 PM
2176667,0010045794400,jcbk,ccfic,J ROWLING,08/30/2005 06:55:00 PM
2277368,0010051165990,jcbk,ccfic,J ROWLING2005,09/13/2005 04:52:00 PM
1894708,0010049436719,jcbk,ncfic,J ROWLING,08/31/2005 06:40:00 PM
1894708,0010047571749,jcbk,ccfic,J ROWLING,12/27/2005 01:08:00 PM
2277368,0010051162211,jcbk,ccfic,J ROWLING2005,09/14/2005 03:21:00 PM
2176667,0010045997839,jcbk,ncfic,J ROWLING,07/21/2005 05:42:00 PM
2277368,0010051161338,jcbk,ncfic,J ROWLING2005,08/11/2005 05:27:00 PM
1965109,0010051807153,jcbk,ncfic,J ROWLING,07/16/2005 11:48:00 AM
2027530,0010039703441,jcbk,ncpb,J ROWLING,09/27/2005 02:32:00 PM
2277368,0010051162021,jcbk,ccfic,J ROWLING2005,07/20/2005 06:02:00 PM
2277368,0010051165842,jcbk,ncfic,J ROWLING2005,12/20/2005 01:28:00 PM
2277368,0010051161593,jcbk,ccfic,J ROWLING2005,10/06/2005 05:23:00 PM
2176667,0010045997409,jcbk,ccfic,J ROWLING,07/30/2005 12:02:00 PM
1894708,0010036016789,jcbk,ncfic,J ROWLING,05/05/2005 04:49:00 PM
2277368,0010051165594,jcbk,ncfic,J ROWLING2005,11/04/2005 05:33:00 PM
2277368,0010051165669,jcbk,ncfic,J ROWLING2005,11/12/2005 10:15:00 AM
2176667,0010045997565,jcbk,ccfic,J ROWLING,10/20/2005 04:41:00 PM
2176667,0010045817466,jcbk,ccfic,J ROWLING,05/18/2005 01:07:00 PM
2277368,0010051161536,jcbk,ncfic,J ROWLING2005,12/31/2005 05:38:00 PM
2277368,0010051161403,jcbk,ccfic,J ROWLING2005,07/22/2005 05:41:00 PM
2277368,0010051162203,jcbk,ccfic,J ROWLING2005,10/14/2005 03:11:00 PM
2176667,0010045794400,jcbk,ccfic,J ROWLING,12/09/2005 10:25:00 AM
2277368,0010051158318,jcbk,ccfic,J ROWLING2005,07/21/2005 05:38:00 PM
2205013,0010047948350,jcbk,nclp,J ROWLING,09/29/2005 02:43:00 PM
2277368,0010051161957,jcbk,ncfic,J ROWLING2005,12/17/2005 03:06:00 PM
1886970,0010041222968,jcbk,ncfic,J ROWLING,08/11/2005 11:25:00 AM
1842723,0010031591190,jcbk,ncfic,J ROWLING,06/23/2005 05:50:00 PM
2277368,0010051161502,jcbk,ccfic,J ROWLING2005,11/21/2005 01:40:00 PM
1965109,0010048375884,jcbk,ncfic,J ROWLING,06/30/2005 05:52:00 PM
2277368,0010051165685,jcbk,ncfic,J ROWLING2005,08/05/2005 04:34:00 PM
1965109,0010038943436,jcbk,ccfic,J ROWLING,05/23/2005 12:52:00 PM
2277368,0010051162211,jcbk,ccfic,J ROWLING2005,10/11/2005 03:53:00 PM
2277368,0010051165842,jcbk,ncfic,J ROWLING2005,11/03/2005 05:15:00 PM
2277368,0010051165628,jcbk,ncfic,J ROWLING2005,09/30/2005 10:53:00 AM
2277368,0010051165933,jcbk,ncfic,J ROWLING2005,11/14/2005 03:47:00 PM
2277368,0010051165669,jcbk,ncfic,J ROWLING2005,11/27/2005 01:51:00 PM
2027530,0010039579098,jcbk,ncfic,J ROWLING,11/19/2005 04:47:00 PM
2277368,0010051165867,jcbk,ccfic,J ROWLING2005,08/11/2005 05:32:00 PM
2277368,0010051164316,jcbk,ncnew,J ROWLING2005,12/22/2005 02:21:00 PM
2277368,0010051162179,jcbk,ccfic,J ROWLING2005,08/06/2005 02:05:00 PM
2277368,0010051161718,jcbk,ncfic,J ROWLING2005,10/06/2005 05:37:00 PM
2277368,0010051161213,jcbk,ccfic,J ROWLING2005,09/02/2005 11:30:00 AM
2277368,0010051161411,jcbk,ncfic,J ROWLING2005,11/07/2005 04:52:00 PM
1894708,0010045702049,jcbk,ncfic,J ROWLING,10/17/2005 03:25:00 PM
2176667,0010046005665,jcbk,ncfic,J ROWLING,07/27/2005 04:21:00 PM
1965109,0010048375900,jcbk,ncfic,J ROWLING,06/15/2005 04:48:00 PM
2176667,0010046005616,jcbk,ncfic,J ROWLING,12/21/2005 12:19:00 PM
1965109,0010038943824,jcbk,ccfic,J ROWLING,09/12/2005 01:14:00 PM
2277368,0010051164316,jcbk,ccfic,J ROWLING2005,07/16/2005 09:32:00 AM
1894708,0010049436727,jcbk,ncfic,J ROWLING,05/24/2005 05:50:00 PM
2277368,0010051161569,jcbk,ccfic,J ROWLING2005,09/03/2005 11:54:00 AM
1886970,0010048376841,jcbk,ncfic,J ROWLING,05/12/2005 03:22:00 PM
1886970,0010051912169,jcbk,ncfic,J ROWLING,07/25/2005 02:15:00 PM
1965109,0010048375868,jcbk,ncfic,J ROWLING,10/09/2005 04:44:00 PM
2277368,0010051162351,jcbk,ccfic,J ROWLING2005,10/14/2005 11:46:00 AM
2277368,0010051165982,jcbk,ccfic,J ROWLING2005,07/22/2005 02:02:00 PM
2277368,0010051161437,jcbk,ccfic,J ROWLING2005,09/13/2005 05:34:00 PM
2027533,0010039702773,jcbk,ncfic,J ROWLING,10/30/2005 01:27:00 PM
2277368,0010051165917,jcbk,ccfic,J ROWLING2005,09/03/2005 02:38:00 PM
2304178,0010054255798,jcbk,nclp,J ROWLING,12/13/2005 10:52:00 AM
2176667,0010046007778,jcbk,ncfic,J ROWLING,05/12/2005 04:06:00 PM
2277368,0010051162294,jcbk,ccfic,J ROWLING2005,12/06/2005 12:41:00 PM
2176667,0010045997698,jcbk,ncfic,J ROWLING,04/22/2005 02:18:00 PM
2277368,0010051164480,jcbk,ccfic,J ROWLING2005,09/09/2005 05:39:00 PM
1842723,0010040777277,jcbk,ncfic,J ROWLING,09/23/2005 05:25:00 PM
2277368,0010051166048,jcbk,ncfic,J ROWLING2005,12/12/2005 04:21:00 PM
1886970,0010051806478,jcbk,ncfic,J ROWLING,09/28/2005 05:25:00 PM
2277368,0010051161197,jcbk,ncfic,J ROWLING2005,10/25/2005 05:16:00 PM
2277368,0010051161718,jcbk,ncfic,J ROWLING2005,11/26/2005 02:17:00 PM
1886970,0010041223040,jcbk,ncfic,J ROWLING,07/29/2005 11:17:00 AM
2176667,0010045997870,jcbk,ncfic,J ROWLING,04/25/2005 06:16:00 PM
2277368,0010051161155,jcbk,ccfic,J ROWLING2005,09/21/2005 04:34:00 PM
1894708,0010041168807,jcbk,ncfic,J ROWLING,07/29/2005 11:17:00 AM
2277368,0010051161288,jcbk,ncnew,J ROWLING2005,11/04/2005 05:26:00 PM
