134	291
134	623
134	721
134	992
134	994
134	995
134	998
137	994
137	996
139	996
1440	1690
1440	3264
1441	7377
1597	1690
1597	4005
173	602
173	603
173	624
174	624
174	627
176	4005
176	624
176	992
1827	1829
1827	3263
1827	3264
1925	3115
2	134
2	175
2	25
2	26
2	27
2	291
2	29
2	31
2	32
2	34
2	96
2	99
205	2662
2052	2054
2052	4753
2052	7377
2053	2054
2053	4753
2053	7377
2054	4753
2054	7377
2293	5933
24	25
24	26
24	27
24	29
24	30
24	31
24	34
24	38
2418	6174
2419	5933
25	32
25	38
25	73
25	76
25	77
26	27
26	291
26	31
26	32
26	34
26	360
26	368
26	36
26	38
26	77
26	99
2632	2943
2632	3115
2632	4225
27	1228
27	1300
27	1309
27	1314
27	134
27	137
27	173
27	290
27	291
27	30
27	333
27	334
27	33
27	34
27	359
27	360
27	368
27	602
27	627
27	721
27	77
27	96
27	989
27	98
27	991
27	994
27	995
27	998
27	99
2772	3114
28	38
28	638
28	73
29	174
29	175
29	1829
29	31
29	32
29	359
29	368
29	38
29	624
29	625
29	627
29	720
29	73
29	76
29	77
29	995
29	99
290	1440
290	1441
290	333
290	359
290	360
290	6174
290	712
290	984
290	989
290	998
291	1314
291	1440
291	3264
291	334
291	627
291	7377
291	896
291	984
291	988
291	989
291	994
291	995
2943	3115
2943	4225
2970	4005
2970	4296
2970	7982
3	34
30	718
30	988
30	996
31	32
31	34
31	362
31	38
31	720
31	77
31	863
3115	4225
32	109
32	134
32	174
32	175
32	291
32	33
32	34
32	368
32	38
32	721
32	73
32	77
32	96
32	985
32	998
32	99
3263	3264
3263	4005
3263	4225
3263	4296
3264	8125
33	36
33	38
333	1441
333	2293
333	334
333	359
333	360
333	5933
333	721
333	987
333	989
333	991
333	992
333	994
333	995
333	998
334	1440
334	3264
334	359
334	4005
334	4219
334	4225
334	5933
334	6174
334	626
334	712
334	8125
334	994
334	995
34	1311
34	1314
34	1322
34	134
34	1440
34	172
34	174
34	175
34	177
34	1925
34	360
34	714
34	721
34	992
34	995
359	368
36	362
36	863
360	1925
360	368
360	721
360	988
360	991
360	998
362	1315
362	1440
362	2295
362	364
362	714
362	720
362	995
363	995
364	5066
368	623
368	632
37	720
38	602
38	627
38	713
38	73
38	77
38	896
38	96
38	98
38	99
4	1300
4	1314
4	1321
4	134
4	137
4	1441
4	172
4	1823
4	1828
4	1925
4	27
4	290
4	291
4	32
4	333
4	334
4	34
4	360
4	368
4	4219
4	5933
4	6525
4	714
4	721
4	896
4	984
4	987
4	989
4	991
4	994
4	996
4	998
4003	4005
4004	6174
4005	4225
4005	4296
4005	8125
4219	4718
4219	5933
4225	4296
4225	9303
4620	8125
4718	6093
4718	6174
4753	12295
4753	7377
5694	5933
602	1236
602	1305
602	1597
602	2970
602	4004
602	603
602	604
602	624
602	626
602	628
602	6601
602	988
603	1304
603	1308
603	1597
603	1829
603	2970
603	604
603	624
603	628
603	718
603	719
603	7982
603	992
604	1308
604	1597
604	4004
604	4220
604	624
604	628
620	996
621	4113
621	5694
621	625
621	632
621	998
624	1597
624	1829
624	1830
624	2970
624	626
624	628
624	7982
625	2419
625	2970
625	4071
625	626
625	627
625	629
625	631
625	632
625	638
625	8123
626	627
626	629
626	8175
626	989
626	995
627	988
627	995
628	1305
628	1308
628	1438
628	1597
628	1827
628	2970
628	3263
628	4071
628	4220
628	4221
628	995
629	638
629	7982
632	994
638	3264
638	4113
638	4225
638	4296
638	5694
638	6882
638	996
6774	8125
709	2631
709	2943
709	720
712	4718
712	8125
712	996
713	2295
713	720
714	1925
714	2295
714	2298
714	3115
714	4818
714	715
714	720
715	2295
715	2772
715	3115
715	4818
715	8359
716	992
718	1228
718	1231
718	1232
718	1308
718	1309
718	1322
718	3263
718	4005
718	4147
718	4230
718	994
718	995
718	996
720	1228
720	1322
720	1925
720	2295
720	2631
721	1314
721	1321
721	1441
721	5933
721	6093
721	6775
721	989
721	994
721	998
724	2772
724	3114
73	602
73	621
73	624
73	625
73	626
73	627
73	628
73	629
73	631
73	632
73	633
73	635
73	638
73	76
73	77
73	99
76	4295
76	602
76	625
76	627
76	631
76	633
76	77
77	173
77	177
77	602
77	623
77	626
77	627
77	713
77	720
77	97
77	988
77	99
7725	8124
7844	7982
8123	8175
8124	8307
8126	9622
863	988
896	988
896	989
896	995
896	998
915	4225
915	5694
915	8123
915	8125
915	8126
96	97
96	98
96	99
98	174
98	602
98	863
98	864
98	989
98	991
98	995
984	985
984	990
984	994
987	994
988	995
988	998
989	3264
989	4113
989	4718
989	5065
989	990
989	994
989	995
99	1228
99	174
99	2125
99	602
99	710
99	719
99	864
990	5933
990	995
990	998
991	7377
991	998
992	1231
992	1236
992	1308
992	1597
992	994
994	1231
994	1314
994	1321
994	1440
994	1441
994	2052
994	5933
994	6174
994	6175
994	6774
994	7510
994	995
994	996
994	998
994	999
995	1314
995	1321
995	14369
995	1438
995	1440
995	1441
995	1827
995	2125
995	2419
995	3263
995	3264
995	4005
995	4113
995	4296
995	4620
995	6525
995	6772
995	6774
995	6882
995	8125
995	996
995	998
995	999
996	4225
996	4715
996	6525
996	9622
996	999
998	1311
998	1321
998	1441
998	1599
998	1824
998	2293
998	2296
998	2418
998	5931
998	5932
998	6174
998	6175
998	6772
998	7377
999	5932
999	6774
999	7847
